#425
#41373
# what-if time: 276.9609661102295
# cost_requests: 1719994	cache_hits: 1503891
data;

set QUERIES :=  1 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22;

param a :=
1 43106304 # ['c_acctbal']
2 80330752 # ['c_address']
3 174383104 # ['c_comment']
4 39182336 # ['c_custkey']
5 52895744 # ['c_mktsegment']
6 68575232 # ['c_name']
7 39182336 # ['c_nationkey']
8 62693376 # ['c_phone']
9 1567334400 # ['l_commitdate']
10 1567334400 # ['l_discount']
11 1880809472 # ['l_extendedprice']
12 1410605056 # ['l_linestatus']
13 1567334400 # ['l_orderkey']
14 1567334400 # ['l_partkey']
15 1645707264 # ['l_quantity']
16 1567334400 # ['l_receiptdate']
17 1410605056 # ['l_returnflag']
18 1567334400 # ['l_shipdate']
19 3291414528 # ['l_shipinstruct']
20 2115903488 # ['l_shipmode']
21 1567334400 # ['l_suppkey']
22 1567334400 # ['l_tax']
23 8192 # ['n_name']
24 8192 # ['n_nationkey']
25 8192 # ['n_regionkey']
26 1273700352 # ['o_comment']
27 391905280 # ['o_custkey']
28 391905280 # ['o_orderdate']
29 391905280 # ['o_orderkey']
30 627048448 # ['o_orderpriority']
31 352714752 # ['o_orderstatus']
32 391905280 # ['o_shippriority']
33 470286336 # ['o_totalprice']
34 70541312 # ['p_brand']
35 70541312 # ['p_container']
36 128024576 # ['p_name']
37 52248576 # ['p_partkey']
38 52248576 # ['p_size']
39 96665600 # ['p_type']
40 209133568 # ['ps_availqty']
41 209133568 # ['ps_partkey']
42 209133568 # ['ps_suppkey']
43 230047744 # ['ps_supplycost']
44 8192 # ['r_name']
45 8192 # ['r_regionkey']
46 5349376 # ['s_address']
47 10313728 # ['s_comment']
48 5480448 # ['s_name']
49 2605056 # ['s_nationkey']
50 4177920 # ['s_phone']
51 2605056 # ['s_suppkey']
52 107765760 # ['c_acctbal', 'c_address']
17 15455 142749.31
17 15456 142749.31
17 15457 126544.59
17 15458 142749.31
17 15459 142749.31
17 15460 142749.31
17 15461 142749.31
17 15462 142749.31
17 15463 142749.31
17 15464 142749.31
17 15465 142749.31
17 15466 142749.31
17 15467 142749.31
17 15468 142749.31
17 15469 142749.31
17 15470 142749.31
17 15471 142749.31
17 15472 142749.31
17 15473 142749.31
17 15474 142749.31
17 15475 142749.31
17 15476 142749.31
17 15477 142749.31
17 15478 142749.31
17 15479 142749.31
17 15480 142749.31
17 15481 142749.31
17 15482 142749.31
17 15483 142749.31
17 15484 142749.31
17 15485 142749.31
17 15486 142749.31
17 15487 142749.31
17 15488 142749.31
17 15489 142749.31
17 15490 142749.31
17 15491 126293.53
17 15492 104789.57
17 15493 142749.31
17 15494 142749.31
17 15495 142749.31
17 15496 142749.31
17 15497 142749.31
17 15498 142749.31
17 15499 142749.31
17 15500 142749.31
17 15501 142749.31
17 15502 142749.31
17 15503 142749.31
17 15504 142749.31
17 15505 142749.31
17 15506 142749.31
17 15507 142749.31
17 15508 142749.31
17 15509 142749.31
17 15510 142749.31
17 15511 142749.31
17 15512 142749.31
17 15513 142749.31
17 15514 142749.31
17 15515 142749.31
17 15516 142749.31
17 15517 142749.31
17 15518 142749.31
17 15519 142749.31
17 15520 142749.31
17 15521 142749.31
17 15522 142749.31
17 15523 142749.31
17 15524 142749.31
17 15525 142749.31
17 15526 142749.31
17 15527 142749.31
17 15528 142749.31
17 15529 142749.31
17 15530 142749.31
17 15531 142749.31
17 15532 142749.31
17 15533 142749.31
17 15534 142749.31
17 15535 142749.31
17 15536 142749.31
17 15537 142749.31
17 15538 142749.31
17 15539 142749.31
17 15540 142749.31
17 15541 142749.31
17 15542 142749.31
17 15543 142749.31
17 15544 142749.31
17 15545 117477.69
17 15546 142749.31
17 15547 142749.31
17 15548 142749.31
17 15549 142749.31
17 15550 142749.31
17 15551 142749.31
17 15552 132863.59
17 15553 142749.31
17 15554 142749.31
17 15555 142749.31
17 15556 142749.31
17 15557 142749.31
17 15558 142749.31
17 15559 142749.31
17 15560 142749.31
17 15561 142749.31
17 15562 142749.31
17 15563 142749.31
17 15564 142749.31
17 15565 142749.31
17 15566 142749.31
17 15567 142749.31
17 15568 142749.31
17 15569 142749.31
17 15570 142749.31
17 15571 121893.69
17 15572 142749.31
17 15573 142749.31
17 15574 142749.31
17 15575 142749.31
17 15576 142749.31
17 15577 142749.31
17 15578 142749.31
17 15579 142749.31
17 15580 142749.31
17 15581 142749.31
17 15582 142749.31
17 15583 142749.31
17 15584 142749.31
17 15585 142749.31
17 15586 142749.31
17 15587 142749.31
17 15588 142749.31
17 15589 142749.31
17 15590 142749.31
17 15591 142749.31
17 15592 142749.31
17 15593 142749.31
17 15594 142749.31
17 15595 142749.31
17 15596 142749.31
17 15597 142749.31
17 15598 142749.31
17 15599 142749.31
17 15600 142749.31
17 15601 137339.59
17 15602 142749.31
17 15603 142749.31
17 15604 142749.31
17 15605 142749.31
17 15606 142749.31
17 15607 142749.31
17 15608 142749.31
17 15609 142749.31
17 15610 142749.31
17 15611 142749.31
17 15612 142749.31
17 15613 142749.31
17 15614 142749.31
17 15615 142749.31
17 15616 142749.31
17 15617 142749.31
17 15618 142749.31
17 15619 142749.31
17 15620 142749.31
17 15621 142749.31
17 15622 142749.31
17 15623 142749.31
17 15624 142749.31
17 15625 142749.31
17 15626 142749.31
17 15627 142749.31
17 15628 142749.31
17 15629 142749.31
17 15630 142749.31
17 15631 142749.31
17 15632 142749.31
17 15633 142749.31
17 15634 142749.31
17 15635 142749.31
17 15636 142749.31
17 15637 142749.31
17 15638 142749.31
17 15639 142749.31
17 15640 142749.31
17 15641 142749.31
17 15642 142749.31
17 15643 142749.31
17 15644 142749.31
17 15645 142749.31
17 15646 142749.31
17 15647 142749.31
17 15648 142749.31
17 15649 142749.31
17 15650 142749.31
17 15651 142749.31
17 15652 142749.31
17 15653 142749.31
17 15654 104789.57
17 15655 142749.31
17 15656 142749.31
17 15657 142749.31
17 15658 142749.31
17 15659 142749.31
17 15660 142749.31
17 15661 142749.31
17 15662 114095.3
17 15663 142749.31
17 15664 142749.31
17 15665 142749.31
17 15666 142749.31
17 15667 142749.31
17 15668 142749.31
17 15669 142749.31
17 15670 142749.31
17 15671 142749.31
17 15672 112024.16
17 15673 142749.31
17 15674 142749.31
17 15675 142749.31
17 15676 142749.31
17 15677 142749.31
17 15678 142749.31
17 15679 142749.31
17 15680 142749.31
17 15681 142749.31
17 15682 142749.31
17 15683 142749.31
17 15684 142749.31
17 15685 142749.31
17 15686 142749.31
17 15687 142749.31
17 15688 142749.31
17 15689 142749.31
17 15690 142749.31
17 15691 142749.31
17 15692 142749.31
17 15693 142749.31
17 15694 142749.31
17 15695 142749.31
17 15696 142749.31
17 15697 142749.31
17 15698 142749.31
17 15699 142749.31
17 15700 142749.31
17 15701 142749.31
17 15702 142749.31
17 15703 142749.31
17 15704 142749.31
17 15705 142749.31
17 15706 142749.31
17 15707 142749.31
17 15708 142749.31
17 15709 311896.37
17 15710 311894.7
17 15717 140960.17
17 15721 311894.7
17 15726 126544.59
17 15730 311894.7
17 15734 126293.53
17 15735 1915605.26
17 15741 311891.37
17 15747 1928293.39
17 15749 1943679.28
17 15754 1932709.39
17 15765 311894.7
17 15766 1948155.28
17 15780 1915605.26
17 15782 1924910.99
17 15786 1922839.85
17 15790 311901.37
17 15793 311894.7
17 15795 311896.37
17 15796 311894.7
17 15803 140960.17
17 15807 311894.7
17 15812 126544.59
17 15816 311894.7
17 15820 126293.53
17 15821 1915605.26
17 15827 311891.37
17 15833 1928293.39
17 15835 1943679.28
17 15840 1932709.39
17 15851 311894.7
17 15852 1948155.28
17 15866 1915605.26
17 15868 1924910.99
17 15872 1922839.85
17 15876 311901.37
17 15879 311894.7
17 15881 311894.7
17 15882 311896.37
17 15883 311896.37
17 15884 311896.37
17 15885 311896.37
17 15886 311896.37
17 15887 311896.37
17 15888 311896.37
17 15889 311896.37
17 15890 311896.37
17 15891 311896.37
17 15892 311896.37
17 15893 311896.37
17 15894 311896.37
17 15895 311896.37
17 15896 311896.37
17 15897 311896.37
17 15898 311896.37
17 15899 311896.37
17 15900 311896.37
17 15901 311896.37
17 15902 311896.37
17 15903 311896.37
17 15904 311896.37
17 15905 311896.37
17 15906 311896.37
17 15907 311896.37
17 15908 311896.37
17 15909 311896.37
17 15910 311896.37
17 15911 311896.37
17 15912 311896.37
17 15913 311896.37
17 15914 311896.37
17 15915 311896.37
17 15916 311896.37
17 15917 311896.37
17 15918 311896.37
17 15919 311896.37
17 15920 311896.37
17 15921 311896.37
17 15922 311896.37
17 15923 311896.37
17 15924 311896.37
17 15925 311896.37
17 15926 311896.37
17 15927 311896.37
17 15928 311896.37
17 15929 311896.37
17 15930 311896.37
17 15931 140960.17
17 15932 311896.37
17 15933 311896.37
17 15934 311896.37
17 15935 311896.37
17 15936 311896.37
17 15937 311896.37
17 15938 311896.37
17 15939 311896.37
17 15940 311896.37
17 15941 311896.37
17 15942 311896.37
17 15943 311896.37
17 15944 311896.37
17 15945 311896.37
17 15946 311896.37
17 15947 311896.37
17 15948 311896.37
17 15949 311896.37
17 15950 311896.37
17 15951 311894.7
17 15952 311896.37
17 15953 311896.37
17 15954 311896.37
17 15955 311896.37
17 15956 311896.37
17 15957 311896.37
17 15958 311896.37
17 15959 311896.37
17 15960 311896.37
17 15961 311896.37
17 15962 311896.37
17 15963 311896.37
17 15964 311896.37
17 15965 311896.37
17 15966 311896.37
17 15967 311896.37
17 15968 126544.59
17 15969 311896.37
17 15970 311896.37
17 15971 311896.37
17 15972 311896.37
17 15973 311896.37
17 15974 311896.37
17 15975 311896.37
17 15976 311896.37
17 15977 311896.37
17 15978 311896.37
17 15979 311896.37
17 15980 311896.37
17 15981 311896.37
17 15982 311894.7
17 15983 311896.37
17 15984 311896.37
17 15985 311896.37
17 15986 311896.37
17 15987 311896.37
17 15988 311896.37
17 15989 311896.37
17 15990 311896.37
17 15991 311896.37
17 15992 311896.37
17 15993 311896.37
17 15994 311896.37
17 15995 311896.37
17 15996 311896.37
17 15997 311896.37
17 15998 311896.37
17 15999 311896.37
17 16000 311896.37
17 16001 311896.37
17 16002 126293.53
17 16003 273936.63
17 16004 311896.37
17 16005 311896.37
17 16006 311896.37
17 16007 311896.37
17 16008 311896.37
17 16009 311896.37
17 16010 311896.37
17 16011 311896.37
17 16012 311896.37
17 16013 311896.37
17 16014 311896.37
17 16015 311896.37
17 16016 311896.37
17 16017 311896.37
17 16018 311896.37
17 16019 311896.37
17 16020 311896.37
17 16021 311896.37
17 16022 311896.37
17 16023 311896.37
17 16024 311896.37
17 16025 311896.37
17 16026 311896.37
17 16027 311891.37
17 16028 311896.37
17 16029 311896.37
17 16030 311896.37
17 16031 311896.37
17 16032 311896.37
17 16033 311896.37
17 16034 311896.37
17 16035 311896.37
17 16036 311896.37
17 16037 311896.37
17 16038 311896.37
17 16039 311896.37
17 16040 311896.37
17 16041 311896.37
17 16042 311896.37
17 16043 311896.37
17 16044 311896.37
17 16045 311896.37
17 16046 311896.37
17 16047 311896.37
17 16048 311896.37
17 16049 311896.37
17 16050 311896.37
17 16051 311896.37
17 16052 311896.37
17 16053 311896.37
17 16054 311896.37
17 16055 311896.37
17 16056 286624.75
17 16057 311896.37
17 16058 311896.37
17 16059 311896.37
17 16060 311896.37
17 16061 311896.37
17 16062 311896.37
17 16063 302010.65
17 16064 311896.37
17 16065 311896.37
17 16066 311896.37
17 16067 311896.37
17 16068 311896.37
17 16069 311896.37
17 16070 311896.37
17 16071 311896.37
17 16072 311896.37
17 16073 311896.37
17 16074 311896.37
17 16075 311896.37
17 16076 311896.37
17 16077 311896.37
17 16078 311896.37
17 16079 311896.37
17 16080 311896.37
17 16081 311896.37
17 16082 291040.75
17 16083 311896.37
17 16084 311896.37
17 16085 311896.37
17 16086 311896.37
17 16087 311896.37
17 16088 311896.37
17 16089 311896.37
17 16090 311896.37
17 16091 311896.37
17 16092 311896.37
17 16093 311896.37
17 16094 311896.37
17 16095 311896.37
17 16096 311896.37
17 16097 311896.37
17 16098 311896.37
17 16099 311896.37
17 16100 311896.37
17 16101 311896.37
17 16102 311896.37
17 16103 311896.37
17 16104 311896.37
17 16105 311896.37
17 16106 311896.37
17 16107 311896.37
17 16108 311894.7
17 16109 311896.37
17 16110 311896.37
17 16111 311896.37
17 16112 306486.65
17 16113 311896.37
17 16114 311896.37
17 16115 311896.37
17 16116 311896.37
17 16117 311896.37
17 16118 311896.37
17 16119 311896.37
17 16120 311896.37
17 16121 311896.37
17 16122 311896.37
17 16123 311896.37
17 16124 311896.37
17 16125 311896.37
17 16126 311896.37
17 16127 311896.37
17 16128 311896.37
17 16129 311896.37
17 16130 311896.37
17 16131 311896.37
17 16132 311896.37
17 16133 311896.37
17 16134 311896.37
17 16135 311896.37
17 16136 311896.37
17 16137 311896.37
17 16138 311896.37
17 16139 311896.37
17 16140 311896.37
17 16141 311896.37
17 16142 311896.37
17 16143 311896.37
17 16144 311896.37
17 16145 311896.37
17 16146 311896.37
17 16147 311896.37
17 16148 311896.37
17 16149 311896.37
17 16150 311896.37
17 16151 311896.37
17 16152 311896.37
17 16153 311896.37
17 16154 311896.37
17 16155 311896.37
17 16156 311896.37
17 16157 311896.37
17 16158 311896.37
17 16159 311896.37
17 16160 311896.37
17 16161 311896.37
17 16162 311896.37
17 16163 311896.37
17 16164 311896.37
17 16165 273936.63
17 16166 311896.37
17 16167 311896.37
17 16168 311896.37
17 16169 311896.37
17 16170 311896.37
17 16171 311896.37
17 16172 311896.37
17 16173 283242.36
17 16174 311896.37
17 16175 311896.37
17 16176 311896.37
17 16177 311896.37
17 16178 311896.37
17 16179 311896.37
17 16180 311896.37
17 16181 311896.37
17 16182 311896.37
17 16183 281171.22
17 16184 311896.37
17 16185 311896.37
17 16186 311896.37
17 16187 311896.37
17 16188 311896.37
17 16189 311896.37
17 16190 311896.37
17 16191 311896.37
17 16192 311896.37
17 16193 311896.37
17 16194 311896.37
17 16195 311896.37
17 16196 311896.37
17 16197 311896.37
17 16198 311896.37
17 16199 311896.37
17 16200 311896.37
17 16201 311896.37
17 16202 311896.37
17 16203 311896.37
17 16204 311896.37
17 16205 311896.37
17 16206 311896.37
17 16207 311896.37
17 16208 311896.37
17 16209 311896.37
17 16210 311896.37
17 16211 311896.37
17 16212 311896.37
17 16213 311896.37
17 16214 311894.7
17 16215 311896.37
17 16216 311896.37
17 16217 311896.37
17 16218 311896.37
17 16219 311896.37
17 16220 311894.7
17 16221 311894.7
17 16222 311894.7
17 16223 311894.7
17 16224 311894.7
17 16225 311894.7
17 16226 311894.7
17 16227 311894.7
17 16228 311894.7
17 16229 311894.7
17 16230 311894.7
17 16231 311894.7
17 16232 311894.7
17 16233 311894.7
17 16234 311894.7
17 16235 311894.7
17 16236 311894.7
17 16237 311894.7
17 16238 311894.7
17 16239 311894.7
17 16240 311894.7
17 16241 311894.7
17 16242 311894.7
17 16243 311894.7
17 16244 311894.7
17 16245 311894.7
17 16246 311894.7
17 16247 311894.7
17 16248 311894.7
17 16249 311894.7
17 16250 311894.7
17 16251 311894.7
17 16252 311894.7
17 16253 311894.7
17 16254 311894.7
17 16255 311894.7
17 16256 311894.7
17 16257 311894.7
17 16258 311894.7
17 16259 311894.7
17 16260 311894.7
17 16261 311894.7
17 16262 311894.7
17 16263 311894.7
17 16264 311894.7
17 16265 311894.7
17 16266 311894.7
17 16267 311894.7
17 16268 311894.7
17 16269 140960.17
17 16270 311894.7
17 16271 311894.7
17 16272 311894.7
17 16273 311894.7
17 16274 311894.7
17 16275 311894.7
17 16276 311894.7
17 16277 311894.7
17 16278 311894.7
17 16279 311894.7
17 16280 311894.7
17 16281 311894.7
17 16282 311894.7
17 16283 311894.7
17 16284 311894.7
17 16285 311894.7
17 16286 311894.7
17 16287 311894.7
17 16288 311894.7
17 16289 311894.7
17 16290 311894.7
17 16291 311894.7
17 16292 311894.7
17 16293 311894.7
17 16294 311894.7
17 16295 311894.7
17 16296 311894.7
17 16297 311894.7
17 16298 311894.7
17 16299 311894.7
17 16300 311894.7
17 16301 311894.7
17 16302 311894.7
17 16303 311894.7
17 16304 311894.7
17 16305 311894.7
17 16306 126544.59
17 16307 311894.7
17 16308 311894.7
17 16309 311894.7
17 16310 311894.7
17 16311 311894.7
17 16312 311894.7
17 16313 311894.7
17 16314 311894.7
17 16315 311894.7
17 16316 311894.7
17 16317 311894.7
17 16318 311894.7
17 16319 311894.7
17 16320 311894.7
17 16321 311894.7
17 16322 311894.7
17 16323 311894.7
17 16324 311894.7
17 16325 311894.7
17 16326 311894.7
17 16327 311894.7
17 16328 311894.7
17 16329 311894.7
17 16330 311894.7
17 16331 311894.7
17 16332 311894.7
17 16333 311894.7
17 16334 311894.7
17 16335 311894.7
17 16336 311894.7
17 16337 311894.7
17 16338 311894.7
17 16339 311894.7
17 16340 126293.53
17 16341 273934.96
17 16342 311894.7
17 16343 311894.7
17 16344 311894.7
17 16345 311894.7
17 16346 311894.7
17 16347 311894.7
17 16348 311894.7
17 16349 311894.7
17 16350 311894.7
17 16351 311894.7
17 16352 311894.7
17 16353 311894.7
17 16354 311894.7
17 16355 311894.7
17 16356 311894.7
17 16357 311894.7
17 16358 311894.7
17 16359 311894.7
17 16360 311894.7
17 16361 311894.7
17 16362 311894.7
17 16363 311894.7
17 16364 311894.7
17 16365 311891.37
17 16366 311894.7
17 16367 311894.7
17 16368 311894.7
17 16369 311894.7
17 16370 311894.7
17 16371 311894.7
17 16372 311894.7
17 16373 311894.7
17 16374 311894.7
17 16375 311894.7
17 16376 311894.7
17 16377 311894.7
17 16378 311894.7
17 16379 311894.7
17 16380 311894.7
17 16381 311894.7
17 16382 311894.7
17 16383 311894.7
17 16384 311894.7
17 16385 311894.7
17 16386 311894.7
17 16387 311894.7
17 16388 311894.7
17 16389 311894.7
17 16390 311894.7
17 16391 311894.7
17 16392 311894.7
17 16393 311894.7
17 16394 286623.09
17 16395 311894.7
17 16396 311894.7
17 16397 311894.7
17 16398 311894.7
17 16399 311894.7
17 16400 311894.7
17 16401 302008.98
17 16402 311894.7
17 16403 311894.7
17 16404 311894.7
17 16405 311894.7
17 16406 311894.7
17 16407 311894.7
17 16408 311894.7
17 16409 311894.7
17 16410 311894.7
17 16411 311894.7
17 16412 311894.7
17 16413 311894.7
17 16414 311894.7
17 16415 311894.7
17 16416 311894.7
17 16417 311894.7
17 16418 311894.7
17 16419 311894.7
17 16420 291039.09
17 16421 311894.7
17 16422 311894.7
17 16423 311894.7
17 16424 311894.7
17 16425 311894.7
17 16426 311894.7
17 16427 311894.7
17 16428 311894.7
17 16429 311894.7
17 16430 311894.7
17 16431 311894.7
17 16432 311894.7
17 16433 311894.7
17 16434 311894.7
17 16435 311894.7
17 16436 311894.7
17 16437 311894.7
17 16438 311894.7
17 16439 311894.7
17 16440 311894.7
17 16441 311894.7
17 16442 311894.7
17 16443 311894.7
17 16444 311894.7
17 16445 311894.7
17 16446 311894.7
17 16447 311894.7
17 16448 311894.7
17 16449 311894.7
17 16450 306484.98
17 16451 311894.7
17 16452 311894.7
17 16453 311894.7
17 16454 311894.7
17 16455 311894.7
17 16456 311894.7
17 16457 311894.7
17 16458 311894.7
17 16459 311894.7
17 16460 311894.7
17 16461 311894.7
17 16462 311894.7
17 16463 311894.7
17 16464 311894.7
17 16465 311894.7
17 16466 311894.7
17 16467 311894.7
17 16468 311894.7
17 16469 311894.7
17 16470 311894.7
17 16471 311894.7
17 16472 311894.7
17 16473 311894.7
17 16474 311894.7
17 16475 311894.7
17 16476 311894.7
17 16477 311894.7
17 16478 311894.7
17 16479 311894.7
17 16480 311894.7
17 16481 311894.7
17 16482 311894.7
17 16483 311894.7
17 16484 311894.7
17 16485 311894.7
17 16486 311894.7
17 16487 311894.7
17 16488 311894.7
17 16489 311894.7
17 16490 311894.7
17 16491 311894.7
17 16492 311894.7
17 16493 311894.7
17 16494 311894.7
17 16495 311894.7
17 16496 311894.7
17 16497 311894.7
17 16498 311894.7
17 16499 311894.7
17 16500 311894.7
17 16501 311894.7
17 16502 311894.7
17 16503 273934.96
17 16504 311894.7
17 16505 311894.7
17 16506 311894.7
17 16507 311894.7
17 16508 311894.7
17 16509 311894.7
17 16510 311894.7
17 16511 283240.69
17 16512 311894.7
17 16513 311894.7
17 16514 311894.7
17 16515 311894.7
17 16516 311894.7
17 16517 311894.7
17 16518 311894.7
17 16519 311894.7
17 16520 311894.7
17 16521 281169.55
17 16522 311894.7
17 16523 311894.7
17 16524 311894.7
17 16525 311894.7
17 16526 311894.7
17 16527 311894.7
17 16528 311894.7
17 16529 311894.7
17 16530 311894.7
17 16531 311894.7
17 16532 311894.7
17 16533 311894.7
17 16534 311894.7
17 16535 311894.7
17 16536 311894.7
17 16537 311894.7
17 16538 311894.7
17 16539 311894.7
17 16540 311894.7
17 16541 311894.7
17 16542 311894.7
17 16543 311894.7
17 16544 311894.7
17 16545 311894.7
17 16546 311894.7
17 16547 311894.7
17 16548 311894.7
17 16549 311894.7
17 16550 311894.7
17 16551 311894.7
17 16552 311894.7
17 16553 311894.7
17 16554 311894.7
17 16555 311894.7
17 16556 311894.7
17 16557 311894.7
17 16564 140960.17
17 16568 311894.7
17 16573 126544.59
17 16577 311894.7
17 16581 126293.53
17 16582 1915605.26
17 16588 311891.37
17 16594 1928293.39
17 16596 1943679.28
17 16601 1932709.39
17 16612 311894.7
17 16613 1948155.28
17 16627 1915605.26
17 16629 1924910.99
17 16633 1922839.85
17 16637 311901.37
17 16640 311894.7
17 16648 140960.17
17 16652 311894.7
17 16657 126544.59
17 16661 311894.7
17 16665 126293.53
17 16666 1915605.26
17 16672 311891.37
17 16678 1928293.39
17 16680 1943679.28
17 16685 1932709.39
17 16696 311894.7
17 16697 1948155.28
17 16711 1915605.26
17 16713 1924910.99
17 16717 1922839.85
17 16721 311901.37
17 16724 311894.7
17 16772 140960.17
17 16792 311894.7
17 16809 126544.59
17 16823 311894.7
17 16843 126293.53
17 16844 1915605.26
17 16868 311891.37
17 16897 1928293.39
17 16904 1943679.28
17 16923 1932709.39
17 16949 311894.7
17 16953 1948155.28
17 17006 1915605.26
17 17014 1924910.99
17 17024 1922839.85
17 17046 311901.37
17 17055 311894.7
17 17066 140960.17
17 17070 311894.7
17 17075 126544.59
17 17079 311894.7
17 17083 126293.53
17 17084 1915605.26
17 17090 311891.37
17 17096 1928293.39
17 17098 1943679.28
17 17103 1932709.39
17 17114 311894.7
17 17115 1948155.28
17 17129 1915605.26
17 17131 1924910.99
17 17135 1922839.85
17 17139 311901.37
17 17142 311894.7
17 17149 140960.17
17 17153 311894.7
17 17158 126544.59
17 17162 311894.7
17 17166 126293.53
17 17167 1915605.26
17 17173 311891.37
17 17179 1928293.39
17 17181 1943679.28
17 17186 1932709.39
17 17197 311894.7
17 17198 1948155.28
17 17212 1915605.26
17 17214 1924910.99
17 17218 1922839.85
17 17222 311901.37
17 17225 311894.7
17 17232 140960.17
17 17236 311894.7
17 17241 126544.59
17 17245 311894.7
17 17249 126293.53
17 17250 1915605.26
17 17256 311891.37
17 17262 1928293.39
17 17264 1943679.28
17 17269 1932709.39
17 17280 311894.7
17 17281 1948155.28
17 17295 1915605.26
17 17297 1924910.99
17 17301 1922839.85
17 17305 311901.37
17 17308 311894.7
17 17315 140960.17
17 17319 311894.7
17 17324 126544.59
17 17328 311894.7
17 17332 126293.53
17 17333 1915605.26
17 17339 311891.37
17 17345 1928293.39
17 17347 1943679.28
17 17352 1932709.39
17 17363 311894.7
17 17364 1948155.28
17 17378 1915605.26
17 17380 1924910.99
17 17384 1922839.85
17 17388 311901.37
17 17391 311894.7
17 17434 140960.17
17 17454 311894.7
17 17471 126544.59
17 17485 311894.7
17 17505 126293.53
17 17506 1915605.26
17 17530 311891.37
17 17559 1928293.39
17 17566 1943679.28
17 17585 1932709.39
17 17611 311894.7
17 17615 1948155.28
17 17668 1915605.26
17 17676 1924910.99
17 17686 1922839.85
17 17708 311901.37
17 17717 311894.7
17 17727 140960.17
17 17731 311894.7
17 17736 126544.59
17 17740 311894.7
17 17744 126293.53
17 17745 1915605.26
17 17751 311891.37
17 17757 1928293.39
17 17759 1943679.28
17 17764 1932709.39
17 17775 311894.7
17 17776 1948155.28
17 17790 1915605.26
